spectral_centroid_mean,spectral_bandwidth_mean,zero_crossing_rate_mean,tempo,average_beat_interval,std_beat_interval,num_beats,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_mean_13,file_name,lyrics
3133.5151122632865,3555.4161714947318,0.06732125775448289,97.50884433962264,0.6132459451111563,0.020650844610543236,302,-110.746735,137.93341,-14.357453,29.957998,-10.380817,24.62657,-27.357082,17.939684,-17.188677,6.132183,-6.4249525,-5.500919,-0.23902969,alldayallnight.wav,Lyrics not found for this song.
3260.270891022219,3507.2416792270765,0.0688146814972224,147.65625,0.4025359586649909,0.014653443348226115,342,-94.4904,119.717224,-34.123493,47.08927,-18.038008,29.032143,-13.331094,23.573265,-4.5921144,11.6899185,5.3870525,5.740006,3.5615735,apt.wav,Lyrics not found for this song.
2179.3135605520756,3043.9119563782187,0.03386636244342469,105.46875,0.5706352364529842,0.01322574016245647,360,-185.37877,122.96721,6.4784455,45.09502,-1.6025939,22.15364,-2.8164587,14.250628,-6.3032246,3.844922,2.691614,1.5607913,6.318608,birdsofafeather.wav,Lyrics not found for this song.
3184.0015976724685,3466.4247256782915,0.06868039752115239,107.666015625,0.5549367686337008,0.01888875312288118,462,-161.66823,126.61747,-5.7102447,37.797714,-26.234077,28.031734,-8.891694,11.715802,-2.2313766,5.3994846,-1.1161827,3.1956959,2.1682467,chamhoa.wav,Lyrics not found for this song.
1941.8726090027826,2684.5180648848514,0.03941149506053752,95.703125,0.6291501997624447,0.03473326741104196,295,-204.80849,135.18245,14.085367,47.382748,8.580751,26.229338,-13.76262,3.2084754,-6.1800475,-8.857828,-4.12186,-14.977048,-11.571903,changgionggiangsinh.wav,Lyrics not found for this song.
2361.6567316881024,2970.8060570124567,0.04412093761825363,132.51201923076923,0.4507509196271101,0.02411307237800254,451,-153.89928,142.8282,-15.347639,31.846992,-7.755818,24.439144,-6.899394,12.944859,-1.20395,4.6063952,-5.95459,3.6026623,2.4479382,choivoi.wav,Lyrics not found for this song.
833.9005678414038,1244.2706039432123,0.023414206378739692,99.38401442307692,0.6062988158226255,0.04618324816681981,505,-436.09766,191.66266,38.575165,-11.737959,7.9686356,8.588953,-6.6636763,-9.282836,-5.720073,-6.3604674,-7.780997,-5.756155,-2.891985,clairdelune.wav,Lyrics not found for this song.
3109.37015288421,3389.42060593993,0.0674796168396634,172.265625,0.35248502207900706,0.013258936207594902,381,-163.3613,120.4004,-22.020235,40.62391,-11.043162,26.851799,-15.771657,11.107234,-2.9579294,2.7907288,-0.20882376,3.4462347,4.6269155,echbaodissin.wav,Lyrics not found for this song.
3642.9193586194033,3796.895382159656,0.07865475498517972,103.359375,0.5822879446860711,0.022600330434397707,306,-102.031364,113.66774,-30.37453,49.175392,-15.572331,37.811306,-17.16439,16.07053,-6.4571366,6.971275,-3.0146756,11.623919,-3.751079,entertainme.wav,Lyrics not found for this song.
3123.1007464978748,3495.9787999659957,0.06443461474777408,90.66611842105263,0.6626680719236051,0.02330458366173928,285,-110.79919,136.14197,-19.199352,39.148968,-18.800896,28.338242,-16.902426,23.70687,-7.8546314,11.131507,-1.1961986,4.361882,-1.8427646,faded.wav,Lyrics not found for this song.
3129.56879150891,3358.697364309131,0.06962480184923829,139.6748310810811,0.43049795918367345,0.017882935802640092,476,-58.675316,128.3681,-43.799862,55.25034,-9.03188,35.72988,-17.872416,15.554493,-12.32444,12.819005,-2.497883,1.7299852,1.256777,flyers.wav,Lyrics not found for this song.
2206.0515936933575,2763.228470265163,0.04240930833939869,151.99908088235293,0.39956100615033335,0.012686811697438924,432,-169.68866,141.28595,-0.92823595,34.996544,-6.9796133,20.749365,-9.934065,2.7355547,-11.122776,-4.058728,-3.2315676,-1.7746758,1.0561216,history.wav,Lyrics not found for this song.
